Date,Away team,Home team
8/14/2022,Cleveland Guardians,Toronto Blue Jays
8/14/2022,San Diego Padres,Washington Nationals
8/15/2022,Seattle Mariners,Los Angeles Angels
8/15/2022,New York Mets,Atlanta Braves
8/15/2022,Houston Astros,Chicago White Sox
8/15/2022,Philadelphia Phillies,Cincinnati Reds
8/15/2022,Detroit Tigers,Cleveland Guardians
8/15/2022,Detroit Tigers,Cleveland Guardians
8/15/2022,San Diego Padres,Miami Marlins
8/15/2022,Los Angeles Dodgers,Milwaukee Brewers
8/15/2022,Kansas City Royals,Minnesota Twins
8/15/2022,Tampa Bay Rays,New York Yankees
8/15/2022,Arizona D'Backs,San Francisco Giants
8/15/2022,Oakland Athletics,Texas Rangers
8/15/2022,Baltimore Orioles,Toronto Blue Jays
8/15/2022,Chicago Cubs,Washington Nationals
8/16/2022,Seattle Mariners,Los Angeles Angels
8/16/2022,New York Mets,Atlanta Braves
8/16/2022,Houston Astros,Chicago White Sox
8/16/2022,Philadelphia Phillies,Cincinnati Reds
8/16/2022,Detroit Tigers,Cleveland Guardians
8/16/2022,San Diego Padres,Miami Marlins
8/16/2022,Los Angeles Dodgers,Milwaukee Brewers
8/16/2022,Kansas City Royals,Minnesota Twins
8/16/2022,Tampa Bay Rays,New York Yankees
8/16/2022,Boston Red Sox,Pittsburgh Pirates
8/16/2022,Arizona D'Backs,San Francisco Giants
8/16/2022,Colorado Rockies,St. Louis Cardinals
8/16/2022,Oakland Athletics,Texas Rangers
8/16/2022,Baltimore Orioles,Toronto Blue Jays
8/16/2022,Chicago Cubs,Washington Nationals
8/17/2022,Seattle Mariners,Los Angeles Angels
8/17/2022,New York Mets,Atlanta Braves
8/17/2022,Houston Astros,Chicago White Sox
8/17/2022,Philadelphia Phillies,Cincinnati Reds
8/17/2022,Detroit Tigers,Cleveland Guardians
8/17/2022,San Diego Padres,Miami Marlins
8/17/2022,Los Angeles Dodgers,Milwaukee Brewers
8/17/2022,Kansas City Royals,Minnesota Twins
8/17/2022,Tampa Bay Rays,New York Yankees
8/17/2022,Boston Red Sox,Pittsburgh Pirates
8/17/2022,Arizona D'Backs,San Francisco Giants
8/17/2022,Colorado Rockies,St. Louis Cardinals
8/17/2022,Oakland Athletics,Texas Rangers
8/17/2022,Baltimore Orioles,Toronto Blue Jays
8/17/2022,Chicago Cubs,Washington Nationals
8/18/2022,New York Mets,Atlanta Braves
8/18/2022,Chicago Cubs,Baltimore Orioles
8/18/2022,Houston Astros,Chicago White Sox
8/18/2022,Los Angeles Dodgers,Milwaukee Brewers
8/18/2022,Toronto Blue Jays,New York Yankees
8/18/2022,Boston Red Sox,Pittsburgh Pirates
8/18/2022,Washington Nationals,San Diego Padres
8/18/2022,Arizona D'Backs,San Francisco Giants
8/18/2022,Colorado Rockies,St. Louis Cardinals
8/18/2022,Kansas City Royals,Tampa Bay Rays
8/18/2022,Oakland Athletics,Texas Rangers
8/19/2022,St. Louis Cardinals,Arizona D'Backs
8/19/2022,Houston Astros,Atlanta Braves
8/19/2022,Boston Red Sox,Baltimore Orioles
8/19/2022,Milwaukee Brewers,Chicago Cubs
8/19/2022,Chicago White Sox,Cleveland Guardians
8/19/2022,San Francisco Giants,Colorado Rockies
8/19/2022,Los Angeles Angels,Detroit Tigers
8/19/2022,Miami Marlins,Los Angeles Dodgers
8/19/2022,Texas Rangers,Minnesota Twins
8/19/2022,Toronto Blue Jays,New York Yankees
8/19/2022,Seattle Mariners,Oakland Athletics
8/19/2022,New York Mets,Philadelphia Phillies
8/19/2022,Cincinnati Reds,Pittsburgh Pirates
8/19/2022,Washington Nationals,San Diego Padres
8/19/2022,Kansas City Royals,Tampa Bay Rays
8/20/2022,St. Louis Cardinals,Arizona D'Backs
8/20/2022,Houston Astros,Atlanta Braves
8/20/2022,Boston Red Sox,Baltimore Orioles
8/20/2022,Milwaukee Brewers,Chicago Cubs
8/20/2022,Chicago White Sox,Cleveland Guardians
8/20/2022,San Francisco Giants,Colorado Rockies
8/20/2022,Los Angeles Angels,Detroit Tigers
8/20/2022,Miami Marlins,Los Angeles Dodgers
8/20/2022,Texas Rangers,Minnesota Twins
8/20/2022,Toronto Blue Jays,New York Yankees
8/20/2022,Seattle Mariners,Oakland Athletics
8/20/2022,New York Mets,Philadelphia Phillies
8/20/2022,New York Mets,Philadelphia Phillies
8/20/2022,Cincinnati Reds,Pittsburgh Pirates
8/20/2022,Washington Nationals,San Diego Padres
8/20/2022,Kansas City Royals,Tampa Bay Rays
8/21/2022,St. Louis Cardinals,Arizona D'Backs
8/21/2022,Houston Astros,Atlanta Braves
8/21/2022,Boston Red Sox,Baltimore Orioles
8/21/2022,Milwaukee Brewers,Chicago Cubs
8/21/2022,San Francisco Giants,Colorado Rockies
8/21/2022,Los Angeles Angels,Detroit Tigers
8/21/2022,Miami Marlins,Los Angeles Dodgers
8/21/2022,Texas Rangers,Minnesota Twins
8/21/2022,Toronto Blue Jays,New York Yankees
8/21/2022,Seattle Mariners,Oakland Athletics
8/21/2022,New York Mets,Philadelphia Phillies
8/21/2022,Cincinnati Reds,Pittsburgh Pirates
8/21/2022,Washington Nationals,San Diego Padres
8/21/2022,Kansas City Royals,Tampa Bay Rays
8/22/2022,St. Louis Cardinals,Chicago Cubs
8/22/2022,Chicago White Sox,Kansas City Royals
8/22/2022,Milwaukee Brewers,Los Angeles Dodgers
8/22/2022,Texas Rangers,Minnesota Twins
8/22/2022,New York Mets,New York Yankees
8/22/2022,Miami Marlins,Oakland Athletics
8/22/2022,Cincinnati Reds,Philadelphia Phillies
8/22/2022,Atlanta Braves,Pittsburgh Pirates
8/22/2022,Los Angeles Angels,Tampa Bay Rays
8/23/2022,Chicago White Sox,Baltimore Orioles
8/23/2022,Toronto Blue Jays,Boston Red Sox
8/23/2022,St. Louis Cardinals,Chicago Cubs
8/23/2022,St. Louis Cardinals,Chicago Cubs
8/23/2022,Texas Rangers,Colorado Rockies
8/23/2022,San Francisco Giants,Detroit Tigers
8/23/2022,Minnesota Twins,Houston Astros
8/23/2022,Arizona D'Backs,Kansas City Royals
8/23/2022,Milwaukee Brewers,Los Angeles Dodgers
8/23/2022,New York Mets,New York Yankees
8/23/2022,Miami Marlins,Oakland Athletics
8/23/2022,Cincinnati Reds,Philadelphia Phillies
8/23/2022,Atlanta Braves,Pittsburgh Pirates
8/23/2022,Cleveland Guardians,San Diego Padres
8/23/2022,Washington Nationals,Seattle Mariners
8/23/2022,Los Angeles Angels,Tampa Bay Rays
8/24/2022,Chicago White Sox,Baltimore Orioles
8/24/2022,Toronto Blue Jays,Boston Red Sox
8/24/2022,St. Louis Cardinals,Chicago Cubs
8/24/2022,Texas Rangers,Colorado Rockies
8/24/2022,San Francisco Giants,Detroit Tigers
8/24/2022,Minnesota Twins,Houston Astros
8/24/2022,Arizona D'Backs,Kansas City Royals
8/24/2022,Milwaukee Brewers,Los Angeles Dodgers
8/24/2022,Miami Marlins,Oakland Athletics
8/24/2022,Cincinnati Reds,Philadelphia Phillies
8/24/2022,Atlanta Braves,Pittsburgh Pirates
8/24/2022,Cleveland Guardians,San Diego Padres
8/24/2022,Washington Nationals,Seattle Mariners
8/24/2022,Los Angeles Angels,Tampa Bay Rays
8/25/2022,Chicago White Sox,Baltimore Orioles
8/25/2022,Toronto Blue Jays,Boston Red Sox
8/25/2022,St. Louis Cardinals,Chicago Cubs
8/25/2022,Minnesota Twins,Houston Astros
8/25/2022,Colorado Rockies,New York Mets
8/25/2022,New York Yankees,Oakland Athletics
8/25/2022,Cincinnati Reds,Philadelphia Phillies
8/25/2022,Cleveland Guardians,Seattle Mariners
8/25/2022,Los Angeles Angels,Tampa Bay Rays
8/26/2022,Tampa Bay Rays,Boston Red Sox
8/26/2022,Arizona D'Backs,Chicago White Sox
8/26/2022,Baltimore Orioles,Houston Astros
8/26/2022,San Diego Padres,Kansas City Royals
8/26/2022,Los Angeles Dodgers,Miami Marlins
8/26/2022,Chicago Cubs,Milwaukee Brewers
8/26/2022,San Francisco Giants,Minnesota Twins
8/26/2022,Colorado Rockies,New York Mets
8/26/2022,New York Yankees,Oakland Athletics
8/26/2022,Pittsburgh Pirates,Philadelphia Phillies
8/26/2022,Cleveland Guardians,Seattle Mariners
8/26/2022,Atlanta Braves,St. Louis Cardinals
8/26/2022,Detroit Tigers,Texas Rangers
8/26/2022,Los Angeles Angels,Toronto Blue Jays
8/26/2022,Cincinnati Reds,Washington Nationals
8/27/2022,Tampa Bay Rays,Boston Red Sox
8/27/2022,Arizona D'Backs,Chicago White Sox
8/27/2022,Baltimore Orioles,Houston Astros
8/27/2022,San Diego Padres,Kansas City Royals
8/27/2022,Los Angeles Dodgers,Miami Marlins
8/27/2022,Chicago Cubs,Milwaukee Brewers
8/27/2022,San Francisco Giants,Minnesota Twins
8/27/2022,Colorado Rockies,New York Mets
8/27/2022,New York Yankees,Oakland Athletics
8/27/2022,Pittsburgh Pirates,Philadelphia Phillies
8/27/2022,Cleveland Guardians,Seattle Mariners
8/27/2022,Atlanta Braves,St. Louis Cardinals
8/27/2022,Detroit Tigers,Texas Rangers
8/27/2022,Los Angeles Angels,Toronto Blue Jays
8/27/2022,Cincinnati Reds,Washington Nationals
8/28/2022,Tampa Bay Rays,Boston Red Sox
8/28/2022,Arizona D'Backs,Chicago White Sox
8/28/2022,Baltimore Orioles,Houston Astros
8/28/2022,San Diego Padres,Kansas City Royals
8/28/2022,Los Angeles Dodgers,Miami Marlins
8/28/2022,Chicago Cubs,Milwaukee Brewers
8/28/2022,San Francisco Giants,Minnesota Twins
8/28/2022,Colorado Rockies,New York Mets
8/28/2022,New York Yankees,Oakland Athletics
8/28/2022,Pittsburgh Pirates,Philadelphia Phillies
8/28/2022,Cleveland Guardians,Seattle Mariners
8/28/2022,Atlanta Braves,St. Louis Cardinals
8/28/2022,Detroit Tigers,Texas Rangers
8/28/2022,Los Angeles Angels,Toronto Blue Jays
8/28/2022,Cincinnati Reds,Washington Nationals
8/29/2022,New York Yankees,Los Angeles Angels
8/29/2022,Philadelphia Phillies,Arizona D'Backs
8/29/2022,St. Louis Cardinals,Cincinnati Reds
8/29/2022,Los Angeles Dodgers,Miami Marlins
8/29/2022,Pittsburgh Pirates,Milwaukee Brewers
8/29/2022,Boston Red Sox,Minnesota Twins
8/29/2022,San Diego Padres,San Francisco Giants
8/29/2022,Chicago Cubs,Toronto Blue Jays
8/30/2022,New York Yankees,Los Angeles Angels
8/30/2022,Philadelphia Phillies,Arizona D'Backs
8/30/2022,Colorado Rockies,Atlanta Braves
8/30/2022,Kansas City Royals,Chicago White Sox
8/30/2022,St. Louis Cardinals,Cincinnati Reds
8/30/2022,Baltimore Orioles,Cleveland Guardians
8/30/2022,Seattle Mariners,Detroit Tigers
8/30/2022,Tampa Bay Rays,Miami Marlins
8/30/2022,Pittsburgh Pirates,Milwaukee Brewers
8/30/2022,Boston Red Sox,Minnesota Twins
8/30/2022,Los Angeles Dodgers,New York Mets
8/30/2022,San Diego Padres,San Francisco Giants
8/30/2022,Houston Astros,Texas Rangers
8/30/2022,Chicago Cubs,Toronto Blue Jays
8/30/2022,Oakland Athletics,Washington Nationals
8/31/2022,New York Yankees,Los Angeles Angels
8/31/2022,Philadelphia Phillies,Arizona D'Backs
8/31/2022,Colorado Rockies,Atlanta Braves
8/31/2022,Kansas City Royals,Chicago White Sox
8/31/2022,St. Louis Cardinals,Cincinnati Reds
8/31/2022,Baltimore Orioles,Cleveland Guardians
8/31/2022,Seattle Mariners,Detroit Tigers
8/31/2022,Tampa Bay Rays,Miami Marlins
8/31/2022,Pittsburgh Pirates,Milwaukee Brewers
8/31/2022,Boston Red Sox,Minnesota Twins
8/31/2022,Los Angeles Dodgers,New York Mets
8/31/2022,San Diego Padres,San Francisco Giants
8/31/2022,Houston Astros,Texas Rangers
8/31/2022,Chicago Cubs,Toronto Blue Jays
8/31/2022,Oakland Athletics,Washington Nationals
9/1/2022,Milwaukee Brewers,Arizona D'Backs
9/1/2022,Colorado Rockies,Atlanta Braves
9/1/2022,Texas Rangers,Boston Red Sox
9/1/2022,Kansas City Royals,Chicago White Sox
9/1/2022,Baltimore Orioles,Cleveland Guardians
9/1/2022,Seattle Mariners,Detroit Tigers
9/1/2022,Los Angeles Dodgers,New York Mets
9/1/2022,Oakland Athletics,Washington Nationals
9/2/2022,Houston Astros,Los Angeles Angels
9/2/2022,Milwaukee Brewers,Arizona D'Backs
9/2/2022,Miami Marlins,Atlanta Braves
9/2/2022,Oakland Athletics,Baltimore Orioles
9/2/2022,Texas Rangers,Boston Red Sox
9/2/2022,Minnesota Twins,Chicago White Sox
9/2/2022,Colorado Rockies,Cincinnati Reds
9/2/2022,Seattle Mariners,Cleveland Guardians
9/2/2022,Kansas City Royals,Detroit Tigers
9/2/2022,San Diego Padres,Los Angeles Dodgers
9/2/2022,Washington Nationals,New York Mets
9/2/2022,Toronto Blue Jays,Pittsburgh Pirates
9/2/2022,Philadelphia Phillies,San Francisco Giants
9/2/2022,Chicago Cubs,St. Louis Cardinals
9/2/2022,New York Yankees,Tampa Bay Rays
9/3/2022,Houston Astros,Los Angeles Angels
9/3/2022,Milwaukee Brewers,Arizona D'Backs
9/3/2022,Miami Marlins,Atlanta Braves
9/3/2022,Oakland Athletics,Baltimore Orioles
9/3/2022,Texas Rangers,Boston Red Sox
9/3/2022,Minnesota Twins,Chicago White Sox
9/3/2022,Seattle Mariners,Cleveland Guardians
9/3/2022,Kansas City Royals,Detroit Tigers
9/3/2022,San Diego Padres,Los Angeles Dodgers
9/3/2022,Washington Nationals,New York Mets
9/3/2022,Toronto Blue Jays,Pittsburgh Pirates
9/3/2022,Philadelphia Phillies,San Francisco Giants
9/3/2022,Chicago Cubs,St. Louis Cardinals
9/3/2022,New York Yankees,Tampa Bay Rays
9/4/2022,Houston Astros,Los Angeles Angels
9/4/2022,Milwaukee Brewers,Arizona D'Backs
9/4/2022,Miami Marlins,Atlanta Braves
9/4/2022,Oakland Athletics,Baltimore Orioles
9/4/2022,Texas Rangers,Boston Red Sox
9/4/2022,Minnesota Twins,Chicago White Sox
9/4/2022,Colorado Rockies,Cincinnati Reds
9/4/2022,Colorado Rockies,Cincinnati Reds
9/4/2022,Seattle Mariners,Cleveland Guardians
9/4/2022,Kansas City Royals,Detroit Tigers
9/4/2022,San Diego Padres,Los Angeles Dodgers
9/4/2022,Washington Nationals,New York Mets
9/4/2022,Toronto Blue Jays,Pittsburgh Pirates
9/4/2022,Philadelphia Phillies,San Francisco Giants
9/4/2022,Chicago Cubs,St. Louis Cardinals
9/4/2022,New York Yankees,Tampa Bay Rays
9/5/2022,Detroit Tigers,Los Angeles Angels
9/5/2022,Toronto Blue Jays,Baltimore Orioles
9/5/2022,Toronto Blue Jays,Baltimore Orioles
9/5/2022,Milwaukee Brewers,Colorado Rockies
9/5/2022,Texas Rangers,Houston Astros
9/5/2022,Cleveland Guardians,Kansas City Royals
9/5/2022,San Francisco Giants,Los Angeles Dodgers
9/5/2022,Minnesota Twins,New York Yankees
9/5/2022,Arizona D'Backs,San Diego Padres
9/5/2022,Chicago White Sox,Seattle Mariners
9/5/2022,Washington Nationals,St. Louis Cardinals
9/5/2022,Boston Red Sox,Tampa Bay Rays
9/6/2022,Detroit Tigers,Los Angeles Angels
9/6/2022,Toronto Blue Jays,Baltimore Orioles
9/6/2022,Cincinnati Reds,Chicago Cubs
9/6/2022,Milwaukee Brewers,Colorado Rockies
9/6/2022,Texas Rangers,Houston Astros
9/6/2022,Cleveland Guardians,Kansas City Royals
9/6/2022,San Francisco Giants,Los Angeles Dodgers
9/6/2022,Atlanta Braves,Oakland Athletics
9/6/2022,Miami Marlins,Philadelphia Phillies
9/6/2022,New York Mets,Pittsburgh Pirates
9/6/2022,Arizona D'Backs,San Diego Padres
9/6/2022,Chicago White Sox,Seattle Mariners
9/6/2022,Washington Nationals,St. Louis Cardinals
9/6/2022,Boston Red Sox,Tampa Bay Rays
9/7/2022,Detroit Tigers,Los Angeles Angels
9/7/2022,Toronto Blue Jays,Baltimore Orioles
9/7/2022,Cincinnati Reds,Chicago Cubs
9/7/2022,Milwaukee Brewers,Colorado Rockies
9/7/2022,Texas Rangers,Houston Astros
9/7/2022,Cleveland Guardians,Kansas City Royals
9/7/2022,San Francisco Giants,Los Angeles Dodgers
9/7/2022,Minnesota Twins,New York Yankees
9/7/2022,Minnesota Twins,New York Yankees
9/7/2022,Atlanta Braves,Oakland Athletics
9/7/2022,Miami Marlins,Philadelphia Phillies
9/7/2022,New York Mets,Pittsburgh Pirates
9/7/2022,New York Mets,Pittsburgh Pirates
9/7/2022,Arizona D'Backs,San Diego Padres
9/7/2022,Chicago White Sox,Seattle Mariners
9/7/2022,Washington Nationals,St. Louis Cardinals
9/7/2022,Boston Red Sox,Tampa Bay Rays
9/8/2022,Cincinnati Reds,Chicago Cubs
9/8/2022,San Francisco Giants,Milwaukee Brewers
9/8/2022,San Francisco Giants,Milwaukee Brewers
9/8/2022,Minnesota Twins,New York Yankees
9/8/2022,Chicago White Sox,Oakland Athletics
9/8/2022,Miami Marlins,Philadelphia Phillies
9/8/2022,Washington Nationals,St. Louis Cardinals
9/9/2022,Boston Red Sox,Baltimore Orioles
9/9/2022,San Francisco Giants,Chicago Cubs
9/9/2022,Arizona D'Backs,Colorado Rockies
9/9/2022,Los Angeles Angels,Houston Astros
9/9/2022,Detroit Tigers,Kansas City Royals
9/9/2022,New York Mets,Miami Marlins
9/9/2022,Cincinnati Reds,Milwaukee Brewers
9/9/2022,Cleveland Guardians,Minnesota Twins
9/9/2022,Tampa Bay Rays,New York Yankees
9/9/2022,Chicago White Sox,Oakland Athletics
9/9/2022,Washington Nationals,Philadelphia Phillies
9/9/2022,St. Louis Cardinals,Pittsburgh Pirates
9/9/2022,Los Angeles Dodgers,San Diego Padres
9/9/2022,Atlanta Braves,Seattle Mariners
9/9/2022,Toronto Blue Jays,Texas Rangers
9/10/2022,Boston Red Sox,Baltimore Orioles
9/10/2022,San Francisco Giants,Chicago Cubs
9/10/2022,Arizona D'Backs,Colorado Rockies
9/10/2022,Los Angeles Angels,Houston Astros
9/10/2022,Detroit Tigers,Kansas City Royals
9/10/2022,New York Mets,Miami Marlins
9/10/2022,Cincinnati Reds,Milwaukee Brewers
9/10/2022,Cleveland Guardians,Minnesota Twins
9/10/2022,Tampa Bay Rays,New York Yankees
9/10/2022,Chicago White Sox,Oakland Athletics
9/10/2022,Washington Nationals,Philadelphia Phillies
9/10/2022,St. Louis Cardinals,Pittsburgh Pirates
9/10/2022,Los Angeles Dodgers,San Diego Padres
9/10/2022,Atlanta Braves,Seattle Mariners
9/10/2022,Toronto Blue Jays,Texas Rangers
9/11/2022,Boston Red Sox,Baltimore Orioles
9/11/2022,San Francisco Giants,Chicago Cubs
9/11/2022,Arizona D'Backs,Colorado Rockies
9/11/2022,Los Angeles Angels,Houston Astros
9/11/2022,Detroit Tigers,Kansas City Royals
9/11/2022,New York Mets,Miami Marlins
9/11/2022,Cincinnati Reds,Milwaukee Brewers
9/11/2022,Cleveland Guardians,Minnesota Twins
9/11/2022,Tampa Bay Rays,New York Yankees
9/11/2022,Chicago White Sox,Oakland Athletics
9/11/2022,Washington Nationals,Philadelphia Phillies
9/11/2022,St. Louis Cardinals,Pittsburgh Pirates
9/11/2022,Los Angeles Dodgers,San Diego Padres
9/11/2022,Atlanta Braves,Seattle Mariners
9/11/2022,Toronto Blue Jays,Texas Rangers
9/12/2022,Los Angeles Dodgers,Arizona D'Backs
9/12/2022,Pittsburgh Pirates,Cincinnati Reds
9/12/2022,Los Angeles Angels,Cleveland Guardians
9/12/2022,Houston Astros,Detroit Tigers
9/12/2022,Texas Rangers,Miami Marlins
9/12/2022,Texas Rangers,Miami Marlins
9/12/2022,Chicago Cubs,New York Mets
9/12/2022,Atlanta Braves,San Francisco Giants
9/12/2022,Tampa Bay Rays,Toronto Blue Jays
9/13/2022,Los Angeles Dodgers,Arizona D'Backs
9/13/2022,New York Yankees,Boston Red Sox
9/13/2022,Colorado Rockies,Chicago White Sox
9/13/2022,Pittsburgh Pirates,Cincinnati Reds
9/13/2022,Pittsburgh Pirates,Cincinnati Reds
9/13/2022,Los Angeles Angels,Cleveland Guardians
9/13/2022,Houston Astros,Detroit Tigers
9/13/2022,Philadelphia Phillies,Miami Marlins
9/13/2022,Kansas City Royals,Minnesota Twins
9/13/2022,Chicago Cubs,New York Mets
9/13/2022,San Diego Padres,Seattle Mariners
9/13/2022,Atlanta Braves,San Francisco Giants
9/13/2022,Milwaukee Brewers,St. Louis Cardinals
9/13/2022,Oakland Athletics,Texas Rangers
9/13/2022,Tampa Bay Rays,Toronto Blue Jays
9/13/2022,Tampa Bay Rays,Toronto Blue Jays
9/13/2022,Baltimore Orioles,Washington Nationals
9/14/2022,Los Angeles Dodgers,Arizona D'Backs
9/14/2022,New York Yankees,Boston Red Sox
9/14/2022,Colorado Rockies,Chicago White Sox
9/14/2022,Pittsburgh Pirates,Cincinnati Reds
9/14/2022,Los Angeles Angels,Cleveland Guardians
9/14/2022,Houston Astros,Detroit Tigers
9/14/2022,Philadelphia Phillies,Miami Marlins
9/14/2022,Kansas City Royals,Minnesota Twins
9/14/2022,Chicago Cubs,New York Mets
9/14/2022,San Diego Padres,Seattle Mariners
9/14/2022,Atlanta Braves,San Francisco Giants
9/14/2022,Milwaukee Brewers,St. Louis Cardinals
9/14/2022,Oakland Athletics,Texas Rangers
9/14/2022,Tampa Bay Rays,Toronto Blue Jays
9/14/2022,Baltimore Orioles,Washington Nationals
9/15/2022,San Diego Padres,Arizona D'Backs
9/15/2022,Chicago White Sox,Cleveland Guardians
9/15/2022,Oakland Athletics,Houston Astros
9/15/2022,Philadelphia Phillies,Miami Marlins
9/15/2022,Kansas City Royals,Minnesota Twins
9/15/2022,Pittsburgh Pirates,New York Mets
9/15/2022,Cincinnati Reds,St. Louis Cardinals
9/15/2022,Tampa Bay Rays,Toronto Blue Jays
9/16/2022,Seattle Mariners,Los Angeles Angels
9/16/2022,San Diego Padres,Arizona D'Backs
9/16/2022,Philadelphia Phillies,Atlanta Braves
9/16/2022,Kansas City Royals,Boston Red Sox
9/16/2022,Colorado Rockies,Chicago Cubs
9/16/2022,Minnesota Twins,Cleveland Guardians
9/16/2022,Chicago White Sox,Detroit Tigers
9/16/2022,Oakland Athletics,Houston Astros
9/16/2022,New York Yankees,Milwaukee Brewers
9/16/2022,Pittsburgh Pirates,New York Mets
9/16/2022,Los Angeles Dodgers,San Francisco Giants
9/16/2022,Cincinnati Reds,St. Louis Cardinals
9/16/2022,Texas Rangers,Tampa Bay Rays
9/16/2022,Baltimore Orioles,Toronto Blue Jays
9/16/2022,Miami Marlins,Washington Nationals
9/17/2022,Seattle Mariners,Los Angeles Angels
9/17/2022,San Diego Padres,Arizona D'Backs
9/17/2022,Philadelphia Phillies,Atlanta Braves
9/17/2022,Kansas City Royals,Boston Red Sox
9/17/2022,Colorado Rockies,Chicago Cubs
9/17/2022,Minnesota Twins,Cleveland Guardians
9/17/2022,Minnesota Twins,Cleveland Guardians
